base name:
zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_eventually_always_cm_rv_is_the_same_as_etcd_server_cm_if_cm_updated.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_eventually_always_cm_rv_is_the_same_as_etcd_server_cm_if_cm_updated.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_eventually_always_cm_rv_is_the_same_as_etcd_server_cm_if_cm_updated.smt2/traces/shuffle.140149928998980730

10120 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::helper_invariants::proof::lemma_eventually_always_cm_rv_is_the_same_as_etcd_server_cm_if_cm_updated
controller_examples/zookeeper_controller/proof/helper_invariants/proof.rs:118

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_zookeeper_controller!kubernetes_api_objects.spec.container.VolumeM...       369     0     0     0     0
mariposa_qid_185                                                                     366    12    19    19    19
internal_zookeeper_controller__kubernetes_api_objects__spec__pod_template_s...       363     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ExecAct...       354     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Exe...       354     0     0     0     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.vo...       351     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       350     0     0     0     0
internal_zookeeper_controller!state_machine.action.ActionResult./Enabled/0_...       345     1     1     1     1
internal_zookeeper_controller__state_machine__action__ActionResult_unbox_ax...       341     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.label_selector.La...       341     0     0     0     0
internal_vstd!map.impl&__0.insert.?_pre_post_definition                              338     4     4     4     4
internal_zookeeper_controller__kubernetes_api_objects__spec__pod__PodSpecVi...       338     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__message__Message_b...       328     0     0     0     0
internal_zookeeper_controller!state_machine.action.ActionResult./Enabled/0_...       322     3     3     3     3
internal_zookeeper_controller!kubernetes_api_objects.spec.pod.PodSpecView./...       322     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster_b...       321    13    19    19    19
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       319     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       315     7     3     3     3
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       311     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__volume__Config...       309     0     0     0     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       309     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       307     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Pro...       307     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       305     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.Message./Mess...       305     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__network__types__Ne...       302     1     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       301     0     0     0     0
mariposa_qid_73                                                                      299     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       295     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       295     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       295     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       295     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       290     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       290     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.pod_template_spec...       289     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__volume__Config...       281     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.volume.ConfigMapV...       280     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.impl&...       278     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.impl&...       278     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.impl&...       278     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.impl&...       278     0     0     0     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       277     0     0     0     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       276     0     0     0     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       276     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.VolumeM...       275     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.VolumeM...       275     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.VolumeM...       275     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       274     0     0     1     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       269     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Ongo...       268     4     4     5     4
internal_zookeeper_controller__kubernetes_api_objects__spec__volume__Volume...       267     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.volume.VolumeView...       267     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__label_selector...       264     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       264     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       261     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       260     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       260     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Lif...       260     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       260     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       260     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       260     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Lif...       260     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Con...       260     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       260     0     0     0     0
