base name:
rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2/traces/reseed.11603271854969608656

10122 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::helper_invariants::proof::object_in_response_at_after_create_resource_step_is_same_as_etcd_helper
controller_examples/rabbitmq_controller/proof/helper_invariants/proof.rs:300

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_rabbitmq_controller__state_machine__state_machine__NetworkStateMac...       225     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.network.state_machine....       225     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       224     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       224     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.empty_sta...       223     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.types.ApiSe...       222     0     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...       222     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...       218     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       218     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...       218     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...       218     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       218     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.config_map.ConfigM...       217     0     0     0     0
prelude_has_type_int                                                                 217     4     4     4     4
prelude_box_unbox_int                                                                216     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster.Cluster./Clust...       215     1     1     1     1
internal_crate__tuple__0_unbox_axiom_definition                                      213     0     0     0     1
internal_rabbitmq_controller!kubernetes_cluster.spec.client.types.ClientAct...       209     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.controller.types.Ongoi...       209     1     1     1     1
mariposa_qid_188                                                                     205     1     1     1     1
internal_rabbitmq_controller!state_machine.action.ActionResult./Enabled/1_a...       202     5     5     5     5
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.own...       198     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.MessageContent...       197     0     0     0     0
