base name:
zookeeper-log-zookeeper_controller__proof__liveness__resource_match.2.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.2.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.2.smt2/traces/shuffle.18166945944228020167

10131 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::liveness::resource_match::lemma_from_after_get_resource_step_to_after_create_resource_step
controller_examples/zookeeper_controller/proof/liveness/resource_match.rs:524

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       517     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       514     2     2     2     2
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       511     9     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       505     1     1     1     1
internal_zookeeper_controller__kubernetes_api_objects__error__APIError_has_...       496     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__Ge...       483    11    11    11    11
internal_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster_b...       480    14    16    14    15
internal_zookeeper_controller__kubernetes_cluster__spec__external_api__type...       471     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       470     0     0     0     0
internal_vstd!seq.Seq.add.?_pre_post_definition                                      468     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       464     6     1     1     1
internal_zookeeper_controller!reconciler.spec.resource_builder.ResourceBuil...       456     2     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       455     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       444     1     1     1     1
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.state_mach...       440     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.state_mach...       440     0     0     0     0
internal_zookeeper_controller__zookeeper_controller__trusted__spec_types__Z...       437     1     1     1     1
internal_zookeeper_controller__kubernetes_api_objects__spec__pod_template_s...       434     9     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__api_server__types_...       433    13    13    13    13
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       423     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       423     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       423     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       423     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       423     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Cont...       419     4     5     4     6
internal_vstd__set__Set<zookeeper_controller!kubernetes_api_objects.spec.co...       412     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.Contain...       412     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__common__Kind_b...       411     9     9     9     9
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Con...       407     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__message__MessageCo...       407     8     8     9    10
internal_zookeeper_controller!kubernetes_cluster.spec.external_api.types.Ex...       406     1     1     1     1
internal_vstd!map.impl&__0.insert.?_pre_post_definition                              405     4     4     4     4
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       405     0     0     0     0
internal_vstd__set__Set<zookeeper_controller!kubernetes_api_objects.spec.co...       403     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       399     1     1     1     1
mariposa_qid_220                                                                     396
- [root]                                                                              53     2     2     2     2
- user_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster__ever...     114     3     2     2     3
- user_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster__ever...     229     3     2     2     3
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageConten...       396     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       394     9    12     9    12
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       393     1     1     1     1
internal_vstd__map__Map<zookeeper_controller!kubernetes_api_objects.spec.co...       385     3     3     2     3
internal_zookeeper_controller!kubernetes_cluster.spec.message.Message./Mess...       383     3     3     4     3
internal_vstd!map.impl&__0.dom.?_pre_post_definition                                 371     2     2     2     2
mariposa_qid_74                                                                      361     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__label_selector...       361     9     0     0     0
mariposa_qid_267                                                                     361    10    11    10     9
internal_zookeeper_controller__kubernetes_api_objects__error__APIError_unbo...       355     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       350     0     0     0     0
internal_zookeeper_controller!temporal_logic.defs.impl&__1.and.?_pre_post_d...       350     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageConten...       350     0     0     0     0
internal_zookeeper_controller!temporal_logic.defs.impl&__1.and.?_definition          350     7     7     7     7
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageConten...       348     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.state_mach...       346     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.state_mach...       346     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.state_mach...       346     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__external_api__type...       344     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.external_api.types.Ex...       341     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__external_api__type...       338     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__network__types__Ne...       335    13    13    13    14
internal_zookeeper_controller__zookeeper_controller__trusted__zookeeper_api...       332     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       331     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.external_api.types.Ex...       328     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__external_api__type...       328     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__message__RestIdAll...       320     2     2     2     2
internal_zookeeper_controller__kubernetes_api_objects__spec__service__Servi...       318     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       317     6     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.impl&...       312     1     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__builtin_controller...       312     0     2     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       306     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.APIReq...       306     1     0     0     0
internal_vstd!seq.Seq.empty.?_pre_post_definition                                    306     2     2     2     1
internal_zookeeper_controller!kubernetes_cluster.spec.cluster.Cluster./Clus...       302     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.RestIdAllocat...       301     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       300     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       298     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__api_server__types_...       295     1     1     1     1
mariposa_qid_145                                                                     290     1     1     1     1
mariposa_qid_138                                                                     288     3     3     3     3
internal_zookeeper_controller!zookeeper_controller.model.resource.config_ma...       286     1     1     1     1
internal_zookeeper_controller!zookeeper_controller.model.resource.config_ma...       286     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.Contain...       282     0     0     0     0
internal_vstd__set__Set<zookeeper_controller!kubernetes_api_objects.spec.co...       280     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       279     7     1     1     1
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageConten...       276     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       275     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       270     6     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       270     6     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       270     6     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.types.ApiS...       266     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       264     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       264     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__api_server__types_...       263     2     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       260     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       260     2     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.network.types.Network...       259     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.dynamic.impl&__0....       258     3     3     3     3
internal_zookeeper_controller!reconciler.spec.io.RequestView./ExternalReque...       258     2     2     2     2
internal_zookeeper_controller!reconciler.spec.io.RequestView./KRequest/0_in...       258     2     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.dynamic.impl&__0....       258     4     3     4     3
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Cont...       257     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       257     4     0     0     0
internal_vstd!set.impl&__0.insert.?_pre_post_definition                              257     2     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       255     4     1     0     1
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Ongo...       253     2     3     2     4
mariposa_qid_282                                                                     251    18    18    18    18
internal_zookeeper_controller__kubernetes_cluster__spec__network__types__Ne...       248     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       245     5     6     6     6
internal_zookeeper_controller!kubernetes_cluster.spec.cluster.Cluster./Clus...       241     4     4     4     5
internal_vstd!map.impl&__0.index.?_pre_post_definition                               239     9    11     9    13
internal_zookeeper_controller!kubernetes_api_objects.spec.container.Contain...       235     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       235     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       235     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Vol...       235     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       235     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       235     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__builtin_controller...       231     0     0     0     0
mariposa_qid_124                                                                     230     1     3     1     1
internal_zookeeper_controller__kubernetes_api_objects__spec__volume__Volume...       229     0     0     0     0
internal_vstd__map__Map<zookeeper_controller!kubernetes_api_objects.spec.co...       229     3     3     2     3
internal_zookeeper_controller!kubernetes_cluster.spec.message.Message./Mess...       228     9     7    10     9
mariposa_qid_189                                                                     228
- [root]                                                                              92     3     4     2     5
- user_zookeeper_controller__state_machine__state_machine__StateMachine__next...     136     3     4     2     5
- mariposa_qid_188                                                                     0     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.Contain...       227     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.proof.cluster_safety.impl&...       226     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.proof.cluster_safety.impl&...       226     2     1     2     1
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       226     0     0     0     0
internal_vstd__map__Map<zookeeper_controller!kubernetes_api_objects.spec.co...       223     9     9     8     9
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       222     0     0     0     0
