base name:
zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2/traces/shuffle.7733625717432307390

10111 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::helper_invariants::proof::lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals
controller_examples/zookeeper_controller/proof/helper_invariants/proof.rs:1115

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       352     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__external_api__type...       352     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       348     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       344     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__service__Servi...       343     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       341     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.APIReq...       341     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       341     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       340     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       336     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       336     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.common.ObjectRef....       336     1     1     1     1
internal_zookeeper_controller__kubernetes_cluster__spec__client__types__Cli...       328     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.Message./Mess...       326     1     2     2     1
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       326     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.resource_crea...       325     1     1     1     1
internal_vstd!map.impl&__0.dom.?_pre_post_definition                                 325     1     1     1     1
internal_zookeeper_controller!kubernetes_cluster.spec.message.resource_crea...       325     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__client__types__Cli...       324     1     1     1     1
internal_zookeeper_controller__kubernetes_cluster__spec__builtin_controller...       322     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       322     0     0     0     0
mariposa_qid_165                                                                     322     7     8     8     8
internal_vstd!map.impl&__0.insert.?_pre_post_definition                              320     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       320     2     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.container.Contain...       320     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       320     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Con...       320     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       319     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       318     3     3     3     3
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       316     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.impl&__4.is_c...       315     2     1     1     1
internal_zookeeper_controller__reconciler__spec__io__ResponseView_box_axiom...       314     3     3     3     3
internal_zookeeper_controller__kubernetes_cluster__spec__external_api__type...       312     0     0     0     0
internal_vstd__set__Set<zookeeper_controller!kubernetes_api_objects.spec.co...       309     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       306     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__api_server__types_...       306     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__pod_template_s...       305     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.types.ApiS...       304     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       303     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__api_server__types_...       303     1     1     1     1
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageOps./M...       303     6     6     6     7
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       301     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__builtin_controller...       300     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       300     1     1     1     1
internal_zookeeper_controller!state_machine.state_machine.impl&__1.next_res...       298     6     6     6     6
internal_zookeeper_controller!state_machine.state_machine.impl&__1.next_res...       298     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__network__types__Ne...       297     0     0     0     0
mariposa_qid_139                                                                     297     4     5     5     4
prelude_char_injective                                                               297     3     3     3     3
internal_zookeeper_controller__zookeeper_controller__trusted__spec_types__Z...       296     1     1     1     1
user_vstd__multiset__axiom_multiset_add_20                                           296     7     7     7     7
internal_zookeeper_controller__kubernetes_cluster__spec__message__MessageOp...       295     6     6     6     6
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageConten...       295     0     0     0     0
internal_vstd__set__Set<zookeeper_controller!kubernetes_api_objects.spec.co...       293     0     0     0     0
internal_zookeeper_controller!reconciler.spec.io.RequestView./KRequest_cons...       290     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       288     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       288     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       288     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       288     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       288     0     0     0     0
mariposa_qid_140                                                                     287     6     7     7     6
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       287     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__service__Servi...       286     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       285     4     4     4     4
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.Create...       285     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       285     0     0     0     0
internal_vstd__set__Set<zookeeper_controller!kubernetes_api_objects.spec.co...       285     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageConten...       285     1     1     1     1
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       285     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       285     0     0     0     0
mariposa_qid_70                                                                      284     6     6     6     6
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageOps./M...       283     6     6     6     6
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       280     0     0     0     0
internal_vstd!multiset.impl&__0.remove.?_pre_post_definition                         277     4     4     4     4
internal_vstd!multiset.impl&__0.remove.?_definition                                  277     4     4     4     4
internal_crate__tuple__0_unbox_axiom_definition                                      275     0     0     0     0
internal_vstd!multiset.impl&__0.sub.?_pre_post_definition                            272     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.common.ObjectRef....       272     1     1     1     1
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       271     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       271     0     0     0     0
prelude_to_unicode_bounds                                                            271     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       270     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       270     1     1     1     1
internal_zookeeper_controller!state_machine.action.ActionResult./Enabled/1_...       267     6     7     7     7
internal_zookeeper_controller__kubernetes_api_objects__spec__label_selector...       267     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       267     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       266     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__error__APIError_unbo...       265     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       263     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       262     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       262     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       262     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Cont...       261     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.builtin_controllers.t...       261     1     1     1     1
internal_zookeeper_controller!kubernetes_cluster.spec.cluster_state_machine...       260     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.cluster_state_machine...       260     1     1     1     1
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__AP...       260     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       259     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.APIRes...       259     0     1     1     1
