base name:
rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_object_in_response_at_after_update_resource_step_is_same_as_etcd.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_object_in_response_at_after_update_resource_step_is_same_as_etcd.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_object_in_response_at_after_update_resource_step_is_same_as_etcd.smt2/traces/shuffle.18204881543486257910

10122 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::helper_invariants::proof::lemma_eventually_always_object_in_response_at_after_update_resource_step_is_same_as_etcd
controller_examples/rabbitmq_controller/proof/helper_invariants/proof.rs:393

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.ServiceVie...       261     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.ServiceVie...       259     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__common__ObjectR...       257    10    10    10    10
internal_rabbitmq_controller__kubernetes_api_objects__spec__pod_template_sp...       257     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__pod__PodSpecVie...       256     0     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       256     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...       256     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       252     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       252     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Life...       247     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Lifecycl...       247     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ExecActi...       247     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Exec...       247     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.TCPSocke...       245     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__TCPS...       245     0     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.vol...       243     0     0     0     0
internal_rabbitmq_controller!state_machine.action.Action./Action/preconditi...       243     1     1     1     1
internal_rabbitmq_controller__kubernetes_cluster__spec__message__MessageCon...       243     0     0     0     0
internal_rabbitmq_controller!state_machine.action.Action./Action/preconditi...       243    13    13    13    13
mariposa_qid_194                                                                     240     3     3     3     3
internal_rabbitmq_controller__kubernetes_api_objects__spec__volume__ObjectF...       237     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...       227     0     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__message__Message_bo...       226     2     2     2     2
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Cont...       224     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       224     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.ServiceVie...       223     0     0     0     0
internal_vstd!set.impl&__0.insert.?_pre_post_definition                              222     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.VolumeMo...       219     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__resource_requir...       218     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.RoleView./Rol...       218     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...       216     0     0     0     0
internal_rabbitmq_controller!state_machine.action.Action./Action/transition...       214    14    14    14    14
internal_rabbitmq_controller__kubernetes_cluster__spec__message__Message_un...       206     2     2     2     2
prelude_box_unbox_int                                                                205     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.MessageContent...       203     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       199     0     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.con...       199     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.label_selector.Lab...       198     0     0     0     0
prelude_has_type_int                                                                 198     1     1     1     1
internal_rabbitmq_controller__kubernetes_api_objects__spec__label_selector_...       198     0     0     0     0
internal_rabbitmq_controller!vstd_ext.string_view.int_to_string_view.?_pre_...       198     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       196     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       196     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       196     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       196     0     0     0     0
