base name:
rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_every_resource_create_request_implies_at_after_create_resource_step.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_every_resource_create_request_implies_at_after_create_resource_step.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_every_resource_create_request_implies_at_after_create_resource_step.smt2/traces/reseed.13968666206025494122

10127 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::helper_invariants::proof::lemma_eventually_always_every_resource_create_request_implies_at_after_create_resource_step
controller_examples/rabbitmq_controller/proof/helper_invariants/proof.rs:870

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_rabbitmq_controller!state_machine.action.Action./Action/preconditi...       214     3     3     3     3
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.ty...       214     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.impl&_...       212    13     8     8     8
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.impl&_...       212     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.dynamic.DynamicObj...       211     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__secret__SecretV...       211     2     4     4     4
mariposa_qid_131                                                                     210     2     2     2     2
internal_rabbitmq_controller__kubernetes_cluster__spec__message__MessageCon...       210     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__volume__ConfigM...       208     0     2     2     2
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.vol...       208     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__volume__SecretP...       208     0     2     2     2
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.vol...       208     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       206     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__persistent_volu...       205     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__pod_template_sp...       203     2     2     2     2
internal_rabbitmq_controller!reconciler.spec.io.RequestView./KRequest_const...       203     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       200     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       200     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       200     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       200     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       200     0     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__message__MessageCon...       200     2     2     2     2
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...       199     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.MessageContent...       198     0     0     0     0
