base name:
zookeeper-log-zookeeper_controller__proof__liveness__resource_match.7.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.7.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.7.smt2/traces/rename.12500295248286012155

10201 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::liveness::resource_match::lemma_resource_state_matches_at_after_update_resource_step
controller_examples/zookeeper_controller/proof/liveness/resource_match.rs:768

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
- user_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster__each...     356     3     3     3     4
internal_zookeeper_controller__state_machine__action__Action_unbox_axiom_de...       369     0     0     0     0
internal_zookeeper_controller!state_machine.action.Action./Action/precondit...       361     2     2     2     3
internal_zookeeper_controller!state_machine.action.ActionResult./Enabled/0_...       356     0     0     1     0
user_vstd__seq__axiom_seq_push_len_41                                                350     1     1     1     1
prelude_add                                                                          347    11     9     9     9
user_vstd__multiset__axiom_multiset_singleton_different_20                           322     6     4     3     3
internal_zookeeper_controller!state_machine.action.ActionResult./Enabled/0_...       320    11    11    11    11
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       315     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.config_map.Config...       299     7     5     6     6
internal_zookeeper_controller__kubernetes_api_objects__error__APIError_unbo...       296     0     0     0     0
internal_zookeeper_controller!state_machine.action.Action./Action/transitio...       293    17    17    16    16
internal_zookeeper_controller!zookeeper_controller.model.resource.client_se...       291     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.client_se...       291     1     1     1     1
internal_zookeeper_controller!zookeeper_controller.model.resource.stateful_...       290     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.stateful_...       290     1     0     1     1
internal_zookeeper_controller!zookeeper_controller.model.resource.stateful_...       289     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.stateful_...       289     1     0     1     1
user_vstd__map__axiom_map_insert_different_7                                         287     6     6     6     6
mariposa_qid_182                                                                     287     3     3     4     4
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       286     1     1     1     1
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       286     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       286     1     1     1     1
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       286     0     0     0     0
internal_zookeeper_controller!state_machine.action.Action./Action/transitio...       286     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       286     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       286     1     1     1     1
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       286     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.liveness_theorem...       286     3     3     3     3
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       286     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.client_se...       286     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.client_se...       286     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.network.types.Network...       285     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.admin_ser...       285     1     1     1     1
internal_zookeeper_controller!zookeeper_controller.model.resource.admin_ser...       285     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.admin_ser...       285     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.admin_ser...       285     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__network__types__Ne...       283     0     0     1     0
internal_zookeeper_controller__kubernetes_cluster__spec__builtin_controller...       282     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Ongo...       264     1     3     2     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       258    10     7     8     9
internal_zookeeper_controller__kubernetes_cluster__spec__builtin_controller...       256     0     1     0     1
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       256    10     7     8     9
internal_zookeeper_controller__kubernetes_api_objects__spec__resource__Empt...       252     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.dynamic.impl&__0....       247     6     7     7     8
internal_zookeeper_controller!kubernetes_api_objects.spec.dynamic.impl&__0....       247     2     2     2     2
internal_vstd!set.impl&__0.new.?_pre_post_definition                                 244     0     0     0     0
mariposa_qid_115                                                                     241     9     8     7     8
internal_vstd!set.impl&__0.empty.?_pre_post_definition                               240     1     1     1     1
internal_core!result.Result./Err_constructor_definition                              240     0     0     0     0
user_vstd__map__axiom_map_insert_domain_5                                            237     8     8     8     8
internal_vstd__map__Map<zookeeper_controller!kubernetes_api_objects.spec.co...       236     4     4     4     3
internal_zookeeper_controller!kubernetes_cluster.proof.cluster_safety.impl&...       235     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.proof.cluster_safety.impl&...       235     3     3     3     3
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__AP...       235     0     0     0     0
